space_id,provider,layer,evidence_type,evidence_value,source_file,confidence,model_family,upstream_license,provider_basis
towardsai-tutors/ai-tutor-chatbot,Cohere,inference_service,package,cohere,pyproject.toml,high,,not_applicable,package
towardsai-tutors/ai-tutor-chatbot,Cohere,inference_service,configuration_signature,cohere_sdk,.env.example,medium,,not_applicable,configuration_signature
towardsai-tutors/ai-tutor-chatbot,DeepSeek,inference_service,configuration_signature,deepseek_endpoint,.env.example,medium,,not_applicable,configuration_signature
towardsai-tutors/ai-tutor-chatbot,Google,inference_service,configuration_signature,gemini_sdk,.env.example,medium,,not_applicable,configuration_signature
towardsai-tutors/ai-tutor-chatbot,Google,inference_service,package,google-genai,pyproject.toml,high,,not_applicable,package
towardsai-tutors/ai-tutor-chatbot,Google,inference_service,package,langchain-google-genai,pyproject.toml,high,,not_applicable,package
towardsai-tutors/ai-tutor-chatbot,OpenRouter,inference_service,configuration_signature,openrouter_endpoint,.env.example,medium,,not_applicable,configuration_signature
Trinesh16/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Trinesh16/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Trivikrama/Physics_Lesson_Plan_Generator,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Trivikrama/Physics_Lesson_Plan_Generator,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Troy88/Quiz-Generator,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
Troy88/Quiz-Generator,Meta,model_dependency,hf_linked_model,meta-llama/Llama-2-7b-chat-hf,hub_metadata,high,Llama,llama2,model_namespace
Turbiling/Backward-Design-Lesson-Plan-Generator,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Turbiling/Backward-Design-Lesson-Plan-Generator,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Turbiling/Backward-Design-Lesson-Plan-Generator,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-120b,hub_metadata,high,gpt,apache-2.0,model_namespace
Turbiling/GB_Education_Chatbot,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Turbiling/GB_Education_Chatbot,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Turbiling/Lesson_Plan_Generator,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Turbiling/Lesson_Plan_Generator,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Turbiling/Lesson_Plan_Generator,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-120b,hub_metadata,high,gpt,apache-2.0,model_namespace
Turbiling/Sharqi_Education_Chatbot,Hugging Face,hub_sdk,package,huggingface-hub,Requirements.txt,high,,not_applicable,package
Turbiling/Sharqi_Education_Chatbot,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Turbiling/Sharqi_Education_Chatbot,User-managed runtime,local_runtime,package,transformers,Requirements.txt,high,,not_applicable,package
Tutor-Ai-100/AI_Tutor_Chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Tutor-Ai-100/AI_Tutor_Chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Tutor-Ai-100/AI_Tutor_Chatbot,Microsoft,model_dependency,hf_linked_model,microsoft/DialoGPT-medium,hub_metadata,high,DialoGPT,mit,model_namespace
tyapab/ai-study-assistant,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
tyapab/ai-study-assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
tyapab/ai-study-assistant,Google,model_dependency,hf_linked_model,google/flan-t5-base,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
tyapab/ai-study-assistant,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
uc-msai631-2025-spring/group2_study_assistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
uc-msai631-2025-spring/group2_study_assistant,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
uc-msai631-2025-spring/group2_study_assistant,Mistral AI,model_dependency,hf_linked_model,HuggingFaceH4/zephyr-7b-beta,hub_metadata,high,Mistral/Mixtral,mit,base_model_namespace
Udayveer1990/Language_tutor,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Udayveer1990/Language_tutor,Hugging Face,inference_service,code_signature,hf_inference,main.py,high,,not_applicable,code_signature
Udayveer1990/Language_tutor,Google,model_dependency,hf_linked_model,google/gemma-2-2b-it,hub_metadata,high,Gemma,gemma,base_model_namespace
Ukhanyo/quiz-generator-ai,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Ukhanyo/quiz-generator-ai,namespace:openai-community,model_dependency,hf_linked_model,openai-community/gpt2,hub_metadata,high,gpt2,mit,unmapped_public_namespace
UlliInduSree/AI_Tutor_Chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
UlliInduSree/AI_Tutor_Chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
UlliInduSree/AI_Tutor_Chatbot,Google,model_dependency,hf_linked_model,google/flan-t5-small,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
UmarIqbal000/quiz-generator-ai,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
UmarIqbal000/quiz-generator-ai,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
UmarIqbal000/quiz-generator-ai,Google,model_dependency,hf_linked_model,google/flan-t5-large,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
umerforsure/AI-Study-Assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
umerforsure/AI-Study-Assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
umerforsure/AI-Study-Assistant,namespace:MBZUAI,model_dependency,hf_linked_model,MBZUAI/LaMini-Flan-T5-783M,hub_metadata,high,T5/FLAN-T5,cc-by-nc-4.0,unmapped_public_namespace
umerforsure/AI-Study-Assistant,namespace:sshleifer,model_dependency,hf_linked_model,sshleifer/distilbart-cnn-12-6,hub_metadata,high,distilbart,apache-2.0,unmapped_public_namespace
Us-er-na-me/QuizGenerator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Us-er-na-me/QuizGenerator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Us-er-na-me/QuizGenerator,DeepSeek,model_dependency,hf_linked_model,deepseek-ai/deepseek-llm-7b-chat,hub_metadata,high,DeepSeek,other,model_namespace
Vaibhava24/my-study-assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Vaibhava24/my-study-assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Vaishnav-00299/my-study-assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Vaishnav-00299/my-study-assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Varshareddy1106/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
VarunGoud314/Study_assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
VarunGoud314/Study_assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
VinayKarthik800/ai-tutor,Google,inference_service,code_signature,gemini_sdk,index.html,high,,not_applicable,code_signature
vinitwaghmare/ai-study-assistant,OpenRouter,inference_service,code_signature,openrouter_endpoint,app.py,high,,not_applicable,code_signature
vinitwaghmare/bilingual-ai-study-assistant,OpenRouter,inference_service,code_signature,openrouter_endpoint,app.py,high,,not_applicable,code_signature
vipin1143/eva-teaching-assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
vishalraaj1/AI-STUDY_ASSISTANT,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
vishalraaj1/AI-STUDY_ASSISTANT,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
VishnuSai05/Study_Assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
VishnuSai05/Study_Assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
vivicake666/math-tutor-chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
vivicake666/math-tutor-chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
vivicake666/math-tutor-chatbot,namespace:vivicake666,model_dependency,hf_linked_model,vivicake666/qwen3-math-nano-sat,hub_metadata,high,Qwen,apache-2.0,unmapped_public_namespace
vornit/educational-data-ai-dashboard,OpenRouter,inference_service,code_signature,openrouter_endpoint,app.py,high,,not_applicable,code_signature
vornit/educational-data-ai-dashboard,OpenRouter,inference_service,configuration_signature,openrouter_endpoint,.env.example,medium,,not_applicable,configuration_signature
VSrilekha/AI-Tutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
wajahatkhan/AI_tutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
wajahatkhan/AI_tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
wangzy217/Teaching_Assistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
wangzy217/Teaching_Assistant,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
wangzy217/Teaching_Assistant,Mistral AI,model_dependency,hf_linked_model,HuggingFaceH4/zephyr-7b-beta,hub_metadata,high,Mistral/Mixtral,mit,base_model_namespace
wimida/socratic-tutor-bot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
wimida/socratic-tutor-bot,Google,model_dependency,hf_linked_model,google/flan-t5-small,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
windsoldier/ai-teaching-assistant,DeepSeek,inference_service,code_signature,deepseek_endpoint,src/streamlit_app.py,high,,not_applicable,code_signature
wupeiwen2001/reachy-mini-language-tutor,OpenAI,inference_service,code_signature,openai_official,index.html,high,,not_applicable,code_signature
wupeiwen2001/reachy-mini-language-tutor,OpenAI,inference_service,code_signature,openai_official,language_tutor/app.py,high,,not_applicable,code_signature
wupeiwen2001/reachy-mini-language-tutor,OpenAI,inference_service,code_signature,openai_official,language_tutor/config.py,high,,not_applicable,code_signature
yadavnirmal002/CBSE10-AI-Tutor,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
Yasir-Bhatti/Education_tutor_chatbot,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
YasirAnsari/AI_tutor,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
YasirAnsari/AI_tutor,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Yasirkhalil12/ai-quiz-generator,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Yenuli-Bimanya-404/ai-study-assistant-multilang,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Yenuli-Bimanya-404/ai-study-assistant-multilang,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Yenuli-Bimanya-404/ai-study-assistant-multilang,Google,model_dependency,hf_linked_model,google/flan-t5-base,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
Yenuli-Bimanya-404/ai-study-assistant-multilang,namespace:facebook,model_dependency,hf_linked_model,facebook/nllb-200-distilled-600M,hub_metadata,high,nllb,cc-by-nc-4.0,unmapped_public_namespace
YKDep/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
YKDep/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Younis123/Education_Assistant_chatbot,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Younis123/Education_Assistant_chatbot,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
yuvabe-ai/AI-Tutor,OpenAI,inference_service,code_signature,openai_official,utility.py,high,,not_applicable,code_signature
Yuvasriiii/personalized_study_assistant,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
zaini1234/pdf-quiz-generator,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
zaini1234/pdf-quiz-generator,Hugging Face,inference_service,code_signature,hf_inference,quiz_generator.py,high,,not_applicable,code_signature
zaini1234/pdf-quiz-generator,Google,model_dependency,hf_linked_model,google/gemma-2b-it,hub_metadata,high,Gemma,gemma,model_namespace
zara65724/AI-Vocabulary-Tutor,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
zara65724/AI-Vocabulary-Tutor,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
zizo66/AI-Language-Tutor,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
zizo66/AI-Language-Tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
zizo66/AI-Language-Tutor,Meta,model_dependency,hf_linked_model,meta-llama/Llama-3.2-3B-Instruct,hub_metadata,high,Llama,llama3.2,model_namespace
